1,2,19
1,4,21
1,10,5
1,11,7
1,13,3
1,13,10
1,13,12
1,13,18
1,20,36
1,20,44
1,30,26
1,36,9
1,38,4
1,38,27
1,38,58
1,38,73
1,38,82
1,42,72
1,42,89
1,42,143
1,46,23
1,47,69
1,47,86
1,50,73
1,50,79
1,55,101
1,61,95
1,62,48
1,63,60
1,70,48
1,70,51
2,2,36
2,4,8
2,4,20
2,4,109
2,4,140
2,4,150
2,9,57
2,11,7
2,13,16
2,22,110
